gamedate,plus_minus_box,fg_pct,three_pa,tov,ftm,pf,w_l,oreb,dreb,min,ft_pct,fp,stl,three_ppct,fga,fta,pts,ast,fgm,three_pm,matchup,player,reb,team,blk
01/07/2000,7,37.5,2,2,9,2,W,2,6,38,100,38.1,3,100,8,9,17,3,3,2,LAL vs. CHH,Glen Rice,8,LAL,0
01/07/2000,-10,28.6,0,1,1,2,W,3,3,20,50.0,20.2,2,-,7,2,5,0,2,0,LAL vs. CHH,A.C. Green,6,LAL,1
01/07/2000,1,25.0,1,3,2,2,L,0,1,17,100,15.7,1,0.0,4,2,4,5,1,0,CHH @ LAL,Baron Davis,1,CHH,1
01/07/2000,2,50.0,0,3,7,4,W,4,12,48,46.7,57.2,0,-,16,15,23,4,8,0,LAL vs. CHH,Shaquille O'Neal,16,LAL,4
01/07/2000,1,42.9,3,4,5,0,L,1,2,36,71.4,24.1,1,0.0,14,7,17,3,6,0,CHH @ LAL,David Wesley,3,CHH,0
01/07/2000,-5,35.7,1,2,6,4,L,2,7,37,75.0,31.8,1,100,14,8,17,0,5,1,CHH @ LAL,Derrick Coleman,9,CHH,1
01/07/2000,4,100,0,2,1,4,L,0,3,13,100,14.6,2,-,3,1,7,0,3,0,CHH @ LAL,Brad Miller,3,CHH,0
01/07/2000,0,-,0,0,0,0,W,0,0,0,-,0.0,0,-,0,0,0,0,0,0,LAL vs. CHH,Devean George,0,LAL,0
01/07/2000,-8,50.0,1,1,2,6,L,0,7,43,100,28.9,2,0.0,12,2,14,1,6,0,TOR @ ATL,Charles Oakley,7,TOR,0
01/07/2000,-17,41.7,0,3,2,1,L,2,3,23,66.7,19.5,0,-,12,3,12,1,5,0,ORL vs. NYK,John Amaechi,5,ORL,1
01/07/2000,2,0.0,0,0,2,3,L,4,5,34,100,32.3,3,-,1,2,2,3,0,0,ORL vs. NYK,Bo Outlaw,9,ORL,2
01/07/2000,-1,23.5,1,1,3,0,L,5,5,21,60.0,26.5,1,0.0,17,5,11,1,4,0,ORL vs. NYK,Chris Gatling,10,ORL,0
01/07/2000,11,61.5,0,1,2,2,W,1,8,32,40.0,44.3,2,-,13,5,18,1,8,0,NYK @ ORL,Patrick Ewing,9,NYK,3
01/07/2000,-9,9.1,0,1,3,1,L,4,3,27,75.0,12.4,0,-,11,4,5,0,1,0,TOR @ ATL,Kevin Willis,7,TOR,0
01/07/2000,-1,33.3,0,1,0,4,W,1,2,18,-,8.1,0,-,6,0,4,1,2,0,ATL vs. TOR,LaPhonso Ellis,3,ATL,0
01/07/2000,10,66.7,0,1,5,2,W,4,3,38,83.3,35.9,1,-,12,6,21,1,8,0,ATL vs. TOR,Alan Henderson,7,ATL,1
01/07/2000,2,75.0,1,0,0,2,L,0,1,24,-,15.7,1,100,4,0,7,3,3,1,TOR @ ATL,Muggsy Bogues,1,TOR,0
01/07/2000,-7,50.0,2,2,0,2,L,2,1,21,-,13.6,0,50.0,8,0,9,2,4,1,TOR @ ATL,Alvin Williams,3,TOR,0
01/07/2000,-4,-,0,1,0,1,W,0,1,5,-,3.2,0,-,0,0,0,2,0,0,ATL vs. TOR,Jason Terry,1,ATL,0
01/07/2000,2,100,0,0,0,0,L,0,0,4,-,2.0,0,-,1,0,2,0,1,0,TOR @ ATL,Michael Stewart,0,TOR,0
01/07/2000,-10,27.3,5,1,6,4,L,3,3,44,100,26.7,0,20.0,11,6,13,5,3,1,TOR @ ATL,Doug Christie,6,TOR,0
01/07/2000,-2,-,0,0,1,0,W,0,0,0,100,1.0,0,-,0,1,1,0,0,0,ATL vs. TOR,Cal Bowdler,0,ATL,0
01/07/2000,2,66.7,0,0,0,2,W,1,0,4,-,5.2,0,-,3,0,4,0,2,0,ATL vs. TOR,Chris Crawford,1,ATL,0
01/07/2000,8,40.0,3,1,6,4,W,0,5,44,85.7,44.0,1,33.3,25,7,27,4,10,1,ATL vs. TOR,Isaiah Rider,5,ATL,1
01/07/2000,-6,0.0,0,0,0,1,W,1,1,6,-,3.9,0,-,2,0,0,1,0,0,ATL vs. TOR,Lorenzen Wright,2,ATL,0
01/07/2000,-8,50.0,2,2,11,4,L,3,4,48,91.7,44.9,0,50.0,22,12,34,3,11,1,TOR @ ATL,Vince Carter,7,TOR,0
01/07/2000,14,50.0,0,4,3,6,W,1,10,36,100,28.2,2,-,4,3,7,2,2,0,ATL vs. TOR,Dikembe Mutombo,11,ATL,1
01/07/2000,8,70.6,8,0,2,1,W,2,7,39,100,46.3,0,62.5,17,2,31,3,12,5,ATL vs. TOR,Jim Jackson,9,ATL,0
01/07/2000,-2,50.0,1,2,3,2,L,0,5,29,42.9,33.5,2,0.0,10,7,13,1,5,0,TOR @ ATL,Tracy McGrady,5,TOR,3
01/07/2000,7,40.0,0,3,0,5,W,1,1,25,-,9.4,0,-,5,0,4,4,2,0,ATL vs. TOR,Anthony Johnson,2,ATL,0
01/07/2000,13,66.7,0,1,0,3,W,2,3,28,-,21.0,3,-,3,0,4,2,2,0,VAN @ NJN,Grant Long,5,VAN,0
01/07/2000,-2,100,0,0,0,0,W,1,1,8,-,4.4,0,-,1,0,2,0,1,0,VAN @ NJN,Antoine Carr,2,VAN,0
01/07/2000,2,42.9,6,4,4,3,W,2,7,39,100,46.3,2,66.7,14,4,20,9,6,4,VAN @ NJN,Mike Bibby,9,VAN,0
01/07/2000,5,-,0,1,0,2,W,0,0,5,-,-1.0,0,-,0,0,0,0,0,0,VAN @ NJN,Felipe Lopez,0,VAN,0
01/07/2000,-6,-,0,0,0,1,L,0,1,16,-,4.2,0,-,0,0,0,0,0,0,NJN vs. VAN,Jamie Feick,1,NJN,1
01/07/2000,0,-,0,1,0,1,L,2,2,7,-,12.8,1,-,0,0,0,0,0,0,NJN vs. VAN,Michael Cage,4,NJN,2
01/07/2000,-1,38.5,2,1,5,3,L,0,5,30,83.3,32.0,1,0.0,13,6,15,4,5,0,NJN vs. VAN,Kendall Gill,5,NJN,1
01/07/2000,-10,33.3,4,1,0,4,L,1,1,16,-,8.9,0,50.0,6,0,6,1,2,2,NJN vs. VAN,Scott Burrell,2,NJN,0
01/07/2000,-2,66.7,0,1,0,0,L,0,1,10,-,4.2,0,-,3,0,4,0,2,0,NJN vs. VAN,Lucious Harris,1,NJN,0
01/07/2000,-9,33.3,8,4,4,3,L,2,3,32,100,36.0,3,25.0,15,4,16,6,5,2,ORL vs. NYK,Darrell Armstrong,5,ORL,0
01/07/2000,1,42.9,3,3,1,2,W,0,0,29,100,11.0,0,33.3,7,1,8,4,3,1,NYK @ ORL,Chris Childs,0,NYK,0
01/07/2000,-1,14.3,1,2,0,1,L,0,2,17,-,8.4,0,0.0,7,0,2,4,1,0,ORL vs. NYK,Chucky Atkins,2,ORL,0
01/07/2000,-4,0.0,0,1,0,1,L,0,2,3,-,1.4,0,-,1,0,0,0,0,0,ORL vs. NYK,Michael Doleac,2,ORL,0
01/07/2000,-10,26.7,0,3,1,2,L,3,2,24,50.0,22.5,2,-,15,2,9,3,4,0,ORL vs. NYK,Tariq Abdul-Wahad,5,ORL,0
01/07/2000,1,33.3,1,4,9,3,W,3,6,35,100,42.3,0,0.0,15,9,19,5,5,0,VAN @ NJN,Shareef Abdur-Rahim,9,VAN,3
01/07/2000,-3,20.0,0,3,0,2,W,3,3,18,-,9.2,0,-,5,0,2,0,1,0,VAN @ NJN,Bryant Reeves,6,VAN,1
01/07/2000,-6,42.9,0,0,1,2,L,0,0,18,100,7.0,0,-,7,1,7,0,3,0,ORL vs. NYK,Monty Williams,0,ORL,0
01/07/2000,6,33.3,2,0,0,0,L,0,3,20,-,18.1,1,50.0,9,0,7,1,3,1,ORL vs. NYK,Pat Garrity,3,ORL,1
01/07/2000,5,60.0,0,0,0,1,L,7,3,27,0.0,21.0,0,-,5,4,6,0,3,0,ORL vs. NYK,Ben Wallace,10,ORL,1
01/07/2000,6,75.0,3,0,0,1,W,0,1,16,-,9.2,0,66.7,4,0,8,0,3,2,VAN @ NJN,Dennis Scott,1,VAN,0
01/07/2000,1,60.0,0,0,2,2,W,3,5,16,100,31.1,1,-,10,2,14,1,6,0,BOS vs. SAC,Tony Battie,8,BOS,1
01/07/2000,5,27.3,0,3,1,1,L,1,3,35,25.0,38.8,3,-,11,4,7,12,3,0,WAS vs. CHI,Rod Strickland,4,WAS,1
01/07/2000,4,75.0,0,2,4,3,L,6,6,31,100,32.9,0,-,4,4,10,1,3,0,WAS vs. CHI,Michael Smith,12,WAS,3
01/07/2000,-3,100,0,0,0,0,L,0,0,2,-,5.0,1,-,1,0,2,0,1,0,WAS vs. CHI,Reggie Jordan,0,WAS,0
01/07/2000,17,83.3,2,4,2,1,W,0,1,33,100,17.2,0,100,6,2,14,4,5,2,CHI @ WAS,B.J. Armstrong,1,CHI,0
01/07/2000,9,-,0,0,0,0,W,1,3,15,-,4.8,0,-,0,0,0,0,0,0,CHI @ WAS,Will Perdue,4,CHI,0
01/07/2000,2,50.0,1,1,1,0,L,1,0,12,100,16.7,1,100,10,1,12,1,5,1,PHX vs. SAS,Randy Livingston,1,PHX,0
01/07/2000,-4,25.0,0,0,0,0,W,0,0,4,-,2.0,0,-,4,0,2,0,1,0,SAS @ PHX,Steve Kerr,0,SAS,0
01/07/2000,5,22.2,0,2,4,2,W,1,1,21,100,17.4,2,-,9,4,8,2,2,0,SAS @ PHX,Antonio Daniels,2,SAS,0
01/07/2000,6,37.5,3,2,3,2,W,1,5,24,75.0,21.2,1,33.3,8,4,10,0,3,1,SAS @ PHX,Jaren Jackson,6,SAS,1
01/07/2000,-20,69.2,5,1,0,3,L,2,3,33,-,33.0,0,80.0,13,0,22,4,9,4,PHX vs. SAS,Clifford Robinson,5,PHX,0
01/07/2000,12,47.4,0,3,6,2,W,5,4,29,85.7,34.8,1,-,19,7,24,0,9,0,SAS @ PHX,David Robinson,9,SAS,0
01/07/2000,4,-,0,0,0,1,L,0,1,4,-,4.2,0,-,0,0,0,0,0,0,PHX vs. SAS,Mark West,1,PHX,1
01/07/2000,-10,33.3,0,0,0,0,L,1,1,7,-,4.4,0,-,3,0,2,0,1,0,SAC @ BOS,Lawrence Funderburke,2,SAC,0
01/07/2000,-10,50.0,1,2,2,2,W,0,0,9,66.7,7.0,0,0.0,4,3,6,2,2,0,BOS vs. SAC,Eric Williams,0,BOS,0
01/07/2000,-6,50.0,2,1,5,2,L,3,8,34,100,60.2,2,0.0,16,5,21,6,8,0,SAC @ BOS,Chris Webber,11,SAC,4
01/07/2000,7,23.5,7,4,3,2,L,0,5,37,75.0,26.5,1,0.0,17,4,11,7,4,0,SAC @ BOS,Jason Williams,5,SAC,0
01/07/2000,10,56.3,11,4,0,2,L,2,5,36,-,46.4,5,54.5,16,0,24,2,9,6,SAC @ BOS,Nick Anderson,7,SAC,0
01/07/2000,-26,20.0,2,3,0,1,L,0,1,13,-,3.2,1,0.0,5,0,2,0,1,0,SAC @ BOS,Peja Stojakovic,1,SAC,0
01/07/2000,2,25.0,2,2,1,1,W,0,4,24,50.0,7.3,0,0.0,4,2,3,1,1,0,BOS vs. SAC,Calbert Cheaney,4,BOS,0
01/07/2000,-5,50.0,0,1,0,3,L,2,2,21,-,8.8,0,-,2,0,2,2,1,0,SAC @ BOS,Scot Pollard,4,SAC,0
01/07/2000,9,38.5,3,2,1,3,W,0,3,34,100,33.1,3,33.3,13,1,12,7,5,1,BOS vs. SAC,Kenny Anderson,3,BOS,0
01/07/2000,5,52.9,0,3,0,5,L,3,6,34,-,43.8,3,-,17,0,18,2,9,0,SAC @ BOS,Vlade Divac,9,SAC,2
01/07/2000,4,40.0,2,3,0,2,W,1,1,24,-,5.9,0,50.0,5,0,5,1,2,1,BOS vs. SAC,Adrian Griffin,2,BOS,0
01/07/2000,20,47.4,2,3,0,3,W,3,7,39,-,43.0,4,50.0,19,0,19,2,9,1,BOS vs. SAC,Paul Pierce,10,BOS,0
01/07/2000,-8,100,0,1,2,2,W,1,2,9,100,6.6,0,-,1,2,4,0,1,0,BOS vs. SAC,Danny Fortson,3,BOS,0
01/07/2000,-1,100,1,2,0,0,W,0,1,14,-,5.7,0,100,2,0,5,1,2,1,BOS vs. SAC,Dana Barros,1,BOS,0
01/07/2000,-18,33.3,1,2,0,0,L,0,1,13,-,1.2,0,0.0,3,0,2,0,1,0,SAC @ BOS,Jon Barry,1,SAC,0
01/07/2000,-15,0.0,0,1,0,0,L,1,1,11,-,4.4,0,-,3,0,0,2,0,0,SAC @ BOS,Darrick Martin,2,SAC,0
01/07/2000,6,60.0,0,2,4,2,W,5,5,31,66.7,36.5,3,-,10,6,16,1,6,0,BOS vs. SAC,Vitaly Potapenko,10,BOS,0
01/07/2000,17,38.9,3,4,2,3,W,3,7,41,66.7,44.5,2,33.3,18,3,17,9,7,1,BOS vs. SAC,Antoine Walker,10,BOS,0
01/07/2000,-5,60.0,2,0,1,6,L,1,2,22,100,13.1,0,50.0,5,1,8,1,3,1,WAS vs. CHI,Tracy Murray,3,WAS,0
01/07/2000,-10,75.0,0,2,0,4,L,0,0,16,-,7.0,1,-,4,0,6,0,3,0,WAS vs. CHI,Gerard King,0,WAS,0
01/07/2000,-9,44.4,0,2,2,4,L,5,5,30,100,36.5,1,-,9,2,10,1,4,0,PHX vs. SAS,Luc Longley,10,PHX,4
01/07/2000,6,0.0,0,0,0,4,W,0,4,18,-,12.3,1,-,1,0,0,1,0,0,SAS @ PHX,Jerome Kersey,4,SAS,1
01/07/2000,18,50.0,3,3,1,1,W,0,4,27,33.3,20.3,2,33.3,6,3,8,3,3,1,SAS @ PHX,Terry Porter,4,SAS,0
01/07/2000,-3,-,0,0,2,1,L,0,1,6,100,3.2,0,-,0,2,2,0,0,0,PHX vs. SAS,Oliver Miller,1,PHX,0
01/07/2000,22,50.0,0,0,3,2,W,5,2,24,100,31.9,1,-,10,3,13,1,5,0,SAS @ PHX,Malik Rose,7,SAS,2
01/07/2000,16,40.0,0,2,7,2,W,4,11,34,70.0,51.5,2,-,15,10,19,5,6,0,SAS @ PHX,Tim Duncan,15,SAS,1
01/07/2000,12,66.7,1,2,1,2,W,2,3,23,100,16.0,1,100,3,1,6,2,2,1,SAS @ PHX,Mario Elie,5,SAS,0
01/07/2000,-7,0.0,0,0,0,1,W,1,1,5,-,8.4,1,-,2,0,0,0,0,0,SAS @ PHX,Samaki Walker,2,SAS,1
01/07/2000,-4,0.0,0,2,0,1,L,0,5,9,-,8.5,1,-,1,0,0,1,0,0,PHX vs. SAS,Ben Davis,5,PHX,0
01/07/2000,-5,66.7,0,3,0,4,L,1,1,14,0.0,4.9,0,-,3,2,4,1,2,0,PHX vs. SAS,Rodney Rogers,2,PHX,0
01/07/2000,-17,38.9,0,2,0,3,L,2,4,34,-,28.2,0,-,18,0,14,2,7,0,PHX vs. SAS,Tom Gugliotta,6,PHX,2
01/07/2000,-5,-,0,0,0,1,W,0,1,3,-,1.2,0,-,0,0,0,0,0,0,SAS @ PHX,Chucky Brown,1,SAS,0
01/07/2000,6,0.0,0,0,2,2,L,1,1,9,100,8.9,1,-,3,2,2,1,0,0,PHX vs. SAS,Toby Bailey,2,PHX,0
01/07/2000,-7,0.0,2,0,4,2,L,3,2,24,66.7,13.0,0,0.0,8,6,4,0,0,0,PHX vs. SAS,Todd Day,5,PHX,1
01/07/2000,-19,40.0,6,1,0,2,L,0,1,29,-,18.2,2,16.7,10,0,9,2,4,1,PHX vs. SAS,Rex Chapman,1,PHX,0
01/07/2000,14,54.5,1,1,0,2,W,1,0,27,-,22.7,1,0.0,11,0,12,5,6,0,SAS @ PHX,Avery Johnson,1,SAS,0
01/07/2000,-23,14.3,1,8,0,3,L,3,4,36,-,26.9,1,0.0,14,0,4,13,2,0,PHX vs. SAS,Jason Kidd,7,PHX,0
01/07/2000,-1,75.0,0,1,2,2,L,0,0,21,100,10.0,0,-,4,2,8,0,3,0,WAS vs. CHI,Aaron Williams,0,WAS,1
01/07/2000,18,50.0,0,0,1,3,L,3,0,35,100,17.6,0,-,10,1,11,2,5,0,SAC @ BOS,Corliss Williamson,3,SAC,0
01/07/2000,-3,33.3,2,0,1,1,L,0,0,16,25.0,10.0,0,0.0,9,4,7,2,3,0,WAS vs. CHI,Richard Hamilton,0,WAS,0
01/07/2000,-9,75.0,0,3,1,2,L,2,2,17,50.0,11.8,0,-,4,2,7,0,3,0,WAS vs. CHI,Jahidi White,4,WAS,1
01/07/2000,-9,75.0,4,1,3,2,L,0,0,14,100,23.0,1,75.0,4,3,12,6,3,3,WAS vs. CHI,Chris Whitney,0,WAS,0
01/07/2000,10,57.1,6,3,1,3,W,0,2,37,50.0,39.4,3,33.3,14,2,19,6,8,2,CHI @ WAS,Metta World Peace,2,CHI,1
01/07/2000,8,62.5,3,3,0,2,W,1,3,25,-,18.8,0,33.3,8,0,11,2,5,1,CHI @ WAS,Corey Benjamin,4,CHI,1
01/07/2000,2,60.0,2,1,14,1,W,0,2,39,87.5,64.4,3,50.0,15,16,33,10,9,1,CHI @ WAS,Toni Kukoc,2,CHI,2
01/07/2000,-8,35.3,5,2,3,3,L,1,1,35,75.0,23.4,1,40.0,17,4,17,2,6,2,WAS vs. CHI,Mitch Richmond,2,WAS,0
01/07/2000,9,50.0,0,1,2,2,W,1,3,12,40.0,10.8,1,-,2,5,4,0,1,0,CHI @ WAS,Michael Ruffin,4,CHI,0
01/07/2000,-3,53.8,0,1,2,4,W,6,7,35,100,39.6,1,-,13,2,16,2,7,0,CHI @ WAS,Elton Brand,13,CHI,1
01/07/2000,-4,50.0,0,4,0,6,W,0,4,28,-,11.8,0,-,8,0,8,2,4,0,CHI @ WAS,Dickey Simpkins,4,CHI,0
01/07/2000,4,75.0,0,1,1,5,L,0,1,30,33.3,26.7,1,-,12,3,19,1,9,0,WAS vs. CHI,Juwan Howard,1,WAS,1
01/07/2000,-13,66.7,2,1,0,4,W,0,0,16,-,5.5,0,50.0,3,0,5,1,2,1,CHI @ WAS,Matt Maloney,0,CHI,0
01/06/2000,-4,40.0,0,0,2,3,W,0,2,17,50.0,8.4,0,-,5,4,6,0,2,0,DET vs. MIL,Michael Curry,2,DET,0
01/06/2000,-9,0.0,0,1,0,1,L,0,0,11,-,2.0,0,-,3,0,0,2,0,0,SAC @ TOR,Darrick Martin,0,SAC,0
01/06/2000,4,60.0,0,2,1,4,L,3,7,15,100,24.5,1,-,5,1,7,1,3,0,MIL @ DET,Scott Williams,10,MIL,1
01/06/2000,17,61.9,4,5,3,4,W,1,4,38,75.0,48.5,1,50.0,21,4,31,7,13,2,DET vs. MIL,Grant Hill,5,DET,1
01/06/2000,5,33.3,0,0,0,2,L,0,3,18,-,13.6,0,-,6,0,4,4,2,0,MIL @ DET,Vinny Del Negro,3,MIL,0
01/06/2000,0,33.3,3,0,0,2,W,4,1,16,-,19.0,1,0.0,6,0,4,0,2,0,DET vs. MIL,Jud Buechler,5,DET,2
01/06/2000,5,60.0,0,2,8,5,W,1,8,33,80.0,34.8,0,-,10,10,20,2,6,0,DET vs. MIL,Christian Laettner,9,DET,1
01/06/2000,-8,80.0,0,2,0,1,W,3,1,19,-,12.3,0,-,5,0,8,1,4,0,MIA vs. HOU,Clar. Weatherspoon,4,MIA,0
01/06/2000,1,50.0,0,0,0,2,L,0,4,18,-,11.3,0,-,2,0,2,1,1,0,MIL @ DET,Danny Manning,4,MIL,1
01/06/2000,-5,55.0,7,0,5,5,L,0,5,38,83.3,41.5,0,57.1,20,6,31,3,11,4,MIL @ DET,Glenn Robinson,5,MIL,0
01/06/2000,-5,0.0,0,1,0,0,W,0,1,7,-,1.7,0,-,1,0,0,1,0,0,DET vs. MIL,John Crotty,1,DET,0
01/06/2000,-4,40.0,2,2,7,5,L,1,2,27,87.5,31.1,4,50.0,10,8,16,1,4,1,MIL @ DET,Tim Thomas,3,MIL,0
01/06/2000,2,42.1,6,6,1,2,W,1,2,38,33.3,32.1,2,16.7,19,3,18,5,8,1,DET vs. MIL,Jerry Stackhouse,3,DET,1
01/06/2000,2,28.6,4,0,4,2,L,0,1,36,100,25.7,1,50.0,14,4,14,5,4,2,MIL @ DET,Haywoode Workman,1,MIL,0
01/06/2000,11,37.5,7,1,2,4,W,0,3,41,50.0,36.1,4,42.9,8,4,11,7,3,3,DET vs. MIL,Lindsey Hunter,3,DET,0
01/06/2000,-7,66.7,3,0,0,2,L,0,1,17,-,7.2,0,66.7,3,0,6,0,2,2,MIL @ DET,Dale Ellis,1,MIL,0
01/06/2000,-7,0.0,0,0,0,0,W,0,4,20,-,9.3,0,-,2,0,0,1,0,0,DET vs. MIL,Terry Mills,4,DET,1
01/06/2000,-9,0.0,0,2,0,5,L,3,2,30,-,4.0,0,-,3,0,0,0,0,0,MIL @ DET,Ervin Johnson,5,MIL,0
01/06/2000,11,50.0,0,0,5,2,W,9,8,30,83.3,34.4,0,-,6,6,11,0,3,0,DET vs. MIL,Jerome Williams,17,DET,1
01/06/2000,-17,35.3,3,7,2,3,L,3,2,42,66.7,32.0,4,33.3,17,3,15,4,6,1,MIL @ DET,Ray Allen,5,MIL,0
01/06/2000,-13,48.1,3,3,3,1,L,0,5,48,50.0,51.0,2,33.3,27,6,30,8,13,1,DAL vs. UTA,Michael Finley,5,DAL,0
01/06/2000,19,80.0,0,1,4,2,W,2,2,36,66.7,60.3,0,-,15,6,28,1,12,0,MIA vs. HOU,Alonzo Mourning,4,MIA,9
01/06/2000,10,0.0,0,0,0,3,L,1,1,8,-,2.4,0,-,1,0,0,0,0,0,HOU @ MIA,Anthony Miller,2,HOU,0
01/06/2000,-14,37.5,0,0,0,5,W,1,1,16,-,8.4,0,-,8,0,6,0,3,0,MIA vs. HOU,Rodney Buford,2,MIA,0
01/06/2000,-10,0.0,0,0,3,0,W,2,0,6,75.0,5.4,0,-,1,4,3,0,0,0,MIA vs. HOU,Duane Causwell,2,MIA,0
01/06/2000,23,62.5,5,0,3,3,W,0,4,35,100,22.8,0,40.0,8,3,15,2,5,2,MIA vs. HOU,Dan Majerle,4,MIA,0
01/06/2000,-10,50.0,0,3,0,5,W,1,0,24,-,14.2,0,-,10,0,10,4,5,0,MIA vs. HOU,Rex Walters,1,MIA,0
01/06/2000,2,20.0,1,1,2,0,L,0,0,17,100,6.0,0,0.0,5,2,4,2,1,0,HOU @ MIA,Bryce Drew,0,HOU,0
01/06/2000,15,83.3,2,0,5,3,L,1,3,22,83.3,27.8,0,100,6,6,17,0,5,2,HOU @ MIA,Walt Williams,4,HOU,2
01/06/2000,-22,46.7,1,3,8,3,L,2,0,37,88.9,36.4,2,0.0,15,9,22,6,7,0,HOU @ MIA,Steve Francis,2,HOU,0
01/06/2000,-27,37.5,3,0,4,1,L,0,1,34,100,16.2,0,66.7,8,4,12,2,3,2,HOU @ MIA,Cuttino Mobley,1,HOU,0
01/06/2000,-4,66.7,3,3,3,0,L,1,4,34,75.0,30.5,2,66.7,9,4,17,3,6,2,HOU @ MIA,Shandon Anderson,5,HOU,0
01/06/2000,23,41.7,0,1,1,3,W,5,4,34,100,34.3,0,-,12,1,11,3,5,0,MIA vs. HOU,P.J. Brown,9,MIA,3
01/06/2000,28,50.0,3,0,3,2,W,0,4,31,75.0,40.3,4,66.7,14,4,19,3,7,2,MIA vs. HOU,Jamal Mashburn,4,MIA,0
01/06/2000,22,37.5,0,1,0,3,W,1,5,24,-,24.2,1,-,8,0,6,6,3,0,MIA vs. HOU,Anthony Carter,6,MIA,0
01/06/2000,-13,40.0,0,0,1,1,W,2,3,14,50.0,14.0,0,-,5,2,5,2,2,0,MIA vs. HOU,Mark Strickland,5,MIA,0
01/06/2000,1,21.4,3,0,4,1,L,2,5,35,100,27.4,0,0.0,14,4,10,4,3,0,HOU @ MIA,Kenny Thomas,7,HOU,1
01/06/2000,-13,16.7,3,1,0,1,L,0,1,13,-,4.7,0,33.3,6,0,3,1,1,1,HOU @ MIA,Matt Bullard,1,HOU,0
01/06/2000,-12,28.6,0,1,3,1,L,5,2,22,100,14.4,0,-,7,3,7,0,2,0,HOU @ MIA,Thomas Hamilton,7,HOU,0
01/06/2000,17,64.3,2,1,2,3,W,0,1,33,100,24.7,1,0.0,14,2,20,1,9,0,UTA @ DAL,Bryon Russell,1,UTA,0
01/06/2000,1,16.7,0,1,1,5,L,4,4,21,50.0,28.1,3,-,6,2,3,1,1,0,DAL vs. UTA,Shawn Bradley,8,DAL,2
01/06/2000,18,37.5,0,2,6,3,W,0,3,27,100,37.6,3,-,8,6,12,10,3,0,UTA @ DAL,John Stockton,3,UTA,0
01/06/2000,-2,25.0,1,3,0,2,L,0,4,37,-,14.8,1,0.0,8,0,4,4,2,0,DAL vs. UTA,Hubert Davis,4,DAL,0
01/06/2000,-1,-,0,1,0,3,L,0,0,6,-,-1.0,0,-,0,0,0,0,0,0,DAL vs. UTA,Greg Buckner,0,DAL,0
01/06/2000,8,66.7,0,0,4,1,W,4,2,15,80.0,15.2,0,-,3,5,8,0,2,0,UTA @ DAL,Greg Ostertag,6,UTA,0
01/06/2000,-8,20.0,0,0,0,1,W,2,4,13,-,9.2,0,-,5,0,2,0,1,0,UTA @ DAL,Adam Keefe,6,UTA,0
01/06/2000,2,66.7,0,1,0,1,W,0,0,10,-,4.5,0,-,3,0,4,1,2,0,UTA @ DAL,Jacque Vaughn,0,UTA,0
01/06/2000,-12,46.2,3,2,8,4,L,2,12,43,100,37.3,0,33.3,13,8,21,1,6,1,DAL vs. UTA,Cedric Ceballos,14,DAL,0
01/06/2000,-13,50.0,7,0,0,5,L,3,4,43,0.0,42.9,1,28.6,22,2,24,3,11,2,DAL vs. UTA,Dirk Nowitzki,7,DAL,1
01/06/2000,-2,33.3,0,0,4,4,W,1,2,22,100,19.6,1,-,9,4,10,0,3,0,UTA @ DAL,Quincy Lewis,3,UTA,1
01/06/2000,-12,42.9,1,3,2,5,L,1,2,22,100,17.6,1,0.0,7,2,8,4,3,0,DAL vs. UTA,Erick Strickland,3,DAL,0
01/06/2000,12,37.5,1,2,6,0,W,1,4,31,85.7,29.5,1,0.0,8,7,12,3,3,0,UTA @ DAL,Jeff Hornacek,5,UTA,2
01/06/2000,16,44.4,0,2,8,3,W,0,11,39,72.7,44.2,0,-,18,11,24,4,8,0,UTA @ DAL,Karl Malone,11,UTA,1
01/06/2000,0,50.0,0,0,0,4,W,4,8,22,0.0,24.4,1,-,4,2,4,0,2,0,UTA @ DAL,Olden Polynice,12,UTA,1
01/06/2000,-13,50.0,0,1,0,4,L,0,2,19,-,3.4,0,-,2,0,2,0,1,0,DAL vs. UTA,Sean Rooks,2,DAL,0
01/06/2000,2,36.4,3,3,1,2,W,0,2,28,50.0,24.9,1,0.0,11,2,9,7,4,0,UTA @ DAL,Howard Eisley,2,UTA,1
01/06/2000,3,42.9,0,3,4,5,W,6,6,26,100,25.9,0,-,7,4,10,1,3,0,TOR vs. SAC,Antonio Davis,12,TOR,1
01/06/2000,-3,52.4,2,2,4,2,L,3,16,37,100,49.3,0,50.0,21,4,27,1,11,1,SAC @ TOR,Chris Webber,19,SAC,0
01/06/2000,6,0.0,0,2,0,2,W,1,3,10,-,5.8,0,-,1,0,0,0,0,0,CLE vs. GSW,Ryan Stack,4,CLE,1
01/06/2000,-1,42.9,0,0,0,4,L,5,8,27,-,33.6,1,-,7,0,6,0,3,0,GSW @ CLE,Adonal Foyle,13,GSW,3
01/06/2000,2,-,0,0,0,0,W,0,0,0,-,0.0,0,-,0,0,0,0,0,0,CLE vs. GSW,Kornel David,0,CLE,0
01/06/2000,-9,35.7,8,4,0,1,W,2,4,27,0.0,24.2,1,25.0,14,3,12,4,5,2,CLE vs. GSW,Bob Sura,6,CLE,0
01/06/2000,4,66.7,0,1,0,3,W,2,5,28,0.0,18.4,0,-,6,1,8,0,4,0,CLE vs. GSW,Mark Bryant,7,CLE,1
