gamedate,plus_minus_box,fg_pct,three_pa,tov,ftm,pf,w_l,oreb,dreb,min,ft_pct,fp,stl,three_ppct,fga,fta,pts,ast,fgm,three_pm,matchup,player,reb,team,blk
04/19/2000,-4,42.9,1,0,0,1,W,0,1,24,-,10.2,0,0.0,7,0,6,2,3,0,CHH vs. MIA,David Wesley,1,CHH,0
04/19/2000,1,60.0,0,2,0,3,W,1,4,26,-,13.0,1,-,5,0,6,0,3,0,DET vs. CHI,Michael Curry,5,DET,0
04/19/2000,-4,50.0,0,0,0,2,W,2,0,7,-,4.4,0,-,2,0,2,0,1,0,DET vs. CHI,Eric Montross,2,DET,0
04/19/2000,14,71.4,1,1,0,1,W,0,3,24,-,27.1,1,100,7,0,11,7,5,1,DET vs. CHI,John Crotty,3,DET,0
04/19/2000,20,66.7,0,1,4,2,W,0,3,22,66.7,23.6,1,-,6,6,12,2,4,0,DET vs. CHI,Mikki Moore,3,DET,1
04/19/2000,-5,25.0,0,0,0,0,L,0,1,15,-,6.2,0,-,4,0,2,2,1,0,CHI @ DET,B.J. Armstrong,1,CHI,0
04/19/2000,-16,46.2,4,3,2,1,L,0,3,42,100,26.1,3,25.0,13,2,15,1,6,1,CHI @ DET,Fred Hoiberg,3,CHI,0
04/19/2000,-12,55.6,0,3,12,5,L,6,5,43,70.6,52.7,1,-,18,17,32,1,10,0,CHI @ DET,Elton Brand,11,CHI,2
04/19/2000,4,71.4,1,3,2,4,W,0,0,28,66.7,16.5,1,0.0,7,3,12,3,5,0,DET vs. CHI,Christian Laettner,0,DET,0
04/19/2000,15,66.7,0,5,5,5,W,2,6,20,62.5,20.6,1,-,6,8,13,0,4,0,DET vs. CHI,Jerome Williams,8,DET,0
04/19/2000,9,42.9,3,1,2,3,W,1,2,25,100,16.6,1,0.0,7,2,8,2,3,0,DET vs. CHI,Lindsey Hunter,3,DET,0
04/19/2000,-3,18.2,2,4,3,3,L,0,2,30,75.0,8.4,1,0.0,11,4,7,0,2,0,HOU vs. VAN,Cuttino Mobley,2,HOU,0
04/19/2000,-3,-,0,1,0,0,L,0,2,8,-,8.9,1,-,0,0,0,1,0,0,HOU vs. VAN,Anthony Miller,2,HOU,1
04/19/2000,1,47.1,8,1,1,5,L,3,2,31,100,26.5,0,37.5,17,1,20,1,8,3,HOU vs. VAN,Walt Williams,5,HOU,0
04/19/2000,6,50.0,1,0,0,1,W,0,0,13,-,3.5,0,0.0,2,0,2,1,1,0,VAN @ HOU,Dennis Scott,0,VAN,0
04/19/2000,-1,66.7,0,0,3,3,L,2,6,24,50.0,41.1,2,-,9,6,15,1,6,0,SEA vs. LAC,Jelani McCoy,8,SEA,3
04/19/2000,-6,50.0,6,3,3,1,L,2,0,37,60.0,34.4,1,33.3,12,5,17,10,6,2,SEA vs. LAC,Shammond Williams,2,SEA,0
04/19/2000,8,38.1,8,3,3,0,W,6,3,45,100,39.8,1,50.0,21,3,23,4,8,4,LAC @ SEA,Tyrone Nesby,9,LAC,0
04/19/2000,-2,40.0,0,2,0,2,L,1,1,16,-,4.4,0,-,5,0,4,0,2,0,SEA vs. LAC,Ruben Patterson,2,SEA,0
04/19/2000,9,35.3,0,1,1,2,W,0,6,45,50.0,32.7,1,-,17,2,13,7,6,0,LAC @ SEA,Jeff McInnis,6,LAC,0
04/19/2000,-1,-,0,0,0,3,W,0,0,7,-,3.0,1,-,0,0,0,0,0,0,LAC @ SEA,Etdrick Bohannon,0,LAC,0
04/19/2000,-2,71.4,0,0,0,3,L,0,2,16,-,12.4,0,-,7,0,10,0,5,0,SEA vs. LAC,Greg Foster,2,SEA,0
04/19/2000,-6,66.7,0,1,3,1,L,3,4,32,75.0,31.9,0,-,6,4,11,7,4,0,SEA vs. LAC,Lazaro Borrell,7,SEA,1
04/19/2000,-7,41.7,0,2,0,5,L,2,3,24,0.0,24.5,1,-,12,2,10,1,5,0,SEA vs. LAC,Vin Baker,5,SEA,2
04/19/2000,3,-,0,1,0,0,W,0,2,7,-,1.4,0,-,0,0,0,0,0,0,LAC @ SEA,Anthony Avent,2,LAC,0
04/19/2000,14,76.9,8,0,1,5,W,1,1,40,50.0,38.4,1,75.0,13,2,27,4,10,6,LAC @ SEA,Eric Piatkowski,2,LAC,0
04/19/2000,-4,25.0,3,3,1,1,L,0,1,15,50.0,7.2,1,33.3,8,2,6,0,2,1,SEA vs. LAC,Fred Vinson,1,SEA,0
04/19/2000,5,36.8,0,1,1,2,W,3,9,41,50.0,32.9,0,-,19,2,15,1,7,0,LAC @ SEA,Michael Olowokandi,12,LAC,1
04/19/2000,-6,0.0,0,0,0,0,W,1,0,9,-,1.2,0,-,1,0,0,0,0,0,LAC @ SEA,Pete Chilcutt,1,LAC,0
04/19/2000,2,63.6,1,0,0,0,L,0,1,12,-,24.2,1,0.0,11,0,14,4,7,0,SEA vs. LAC,Gary Payton,1,SEA,0
04/19/2000,-6,44.4,6,0,0,5,L,3,1,32,-,21.8,1,50.0,9,0,11,0,4,3,SEA vs. LAC,Rashard Lewis,4,SEA,1
04/19/2000,14,47.4,1,5,14,4,W,6,8,39,93.3,70.3,1,100,19,15,33,7,9,1,LAC @ SEA,Lamar Odom,14,LAC,4
04/19/2000,-8,37.5,5,1,0,0,L,0,3,32,-,16.6,0,40.0,8,0,8,4,3,2,SEA vs. LAC,Brent Barry,3,SEA,0
04/19/2000,-6,25.0,2,0,0,0,W,3,0,9,-,9.6,0,50.0,4,0,3,2,1,1,LAC @ SEA,Charles R. Jones,3,LAC,0
04/19/2000,27,50.0,7,1,2,2,W,1,2,31,100,41.6,4,28.6,14,2,18,6,7,2,BOS vs. NYK,Kenny Anderson,3,BOS,0
04/19/2000,4,-,0,1,0,4,W,0,3,19,-,16.1,3,-,0,0,0,3,0,0,BOS vs. NYK,Adrian Griffin,3,BOS,0
04/19/2000,10,75.0,2,1,2,1,W,0,0,10,100,15.0,1,100,4,2,10,2,3,2,BOS vs. NYK,Doug Overton,0,BOS,0
04/19/2000,-11,36.4,3,2,0,2,L,1,4,31,-,14.5,0,33.3,11,0,9,1,4,1,NYK @ BOS,Rick Brunson,5,NYK,0
04/19/2000,-15,35.7,0,1,2,1,L,0,1,28,66.7,19.7,0,-,14,3,12,5,5,0,NYK @ BOS,Latrell Sprewell,1,NYK,0
04/19/2000,26,58.3,6,2,2,2,W,0,2,33,100,29.9,1,50.0,12,2,19,3,7,3,BOS vs. NYK,Paul Pierce,2,BOS,1
04/19/2000,5,62.5,1,1,7,2,W,0,1,21,87.5,27.7,1,0.0,8,8,17,1,5,0,BOS vs. NYK,Tony Battie,1,BOS,2
04/19/2000,16,33.3,0,1,2,3,W,3,3,20,100,22.2,1,-,12,2,10,2,4,0,BOS vs. NYK,Vitaly Potapenko,6,BOS,0
04/19/2000,-7,53.8,0,5,3,0,L,1,3,29,75.0,19.8,1,-,13,4,17,0,7,0,NYK @ BOS,John Wallace,4,NYK,0
04/19/2000,-8,27.3,0,1,1,3,L,6,1,26,50.0,26.4,1,-,11,2,7,4,3,0,NYK @ BOS,Kurt Thomas,7,NYK,1
04/19/2000,0,33.3,3,1,0,0,W,0,0,10,-,10.0,0,33.3,6,0,5,4,2,1,BOS vs. NYK,Dana Barros,0,BOS,0
04/19/2000,-20,25.0,0,2,2,0,L,2,2,19,100,6.8,0,-,4,2,4,0,1,0,NYK @ BOS,Larry Johnson,4,NYK,0
04/19/2000,10,83.3,1,2,0,0,W,0,2,28,-,34.9,1,100,12,0,21,7,10,1,DET vs. CHI,Jerry Stackhouse,2,DET,0
04/19/2000,0,66.7,0,0,0,1,W,1,0,7,-,8.2,0,-,3,0,4,0,2,0,DET vs. CHI,Loy Vaught,1,DET,1
04/19/2000,-6,41.7,4,1,2,3,L,2,6,35,100,32.1,2,25.0,12,2,13,3,5,1,HOU vs. VAN,Kenny Thomas,8,HOU,0
04/19/2000,-4,0.0,0,2,0,1,W,0,4,6,-,5.8,0,-,2,0,0,0,0,0,VAN @ HOU,Obinna Ekezie,4,VAN,1
04/19/2000,-1,25.0,5,0,0,1,L,3,4,19,-,13.4,0,20.0,8,0,5,0,2,1,LAL @ SAS,Devean George,7,LAL,0
04/19/2000,-13,25.0,3,2,0,2,W,0,2,21,-,10.9,0,33.3,4,0,3,5,1,1,SAS vs. LAL,Mario Elie,2,SAS,0
04/19/2000,6,75.0,0,1,0,2,W,2,7,24,-,27.8,2,-,8,0,12,0,6,0,SAS vs. LAL,Jerome Kersey,9,SAS,0
04/19/2000,-6,20.0,2,0,0,1,L,0,2,24,-,5.9,0,0.0,5,0,2,1,1,0,LAL @ SAS,John Celestand,2,LAL,0
04/19/2000,-15,25.0,2,1,2,2,L,0,1,15,66.7,7.2,0,0.0,4,3,4,0,1,0,LAL @ SAS,Robert Horry,1,LAL,1
04/19/2000,-12,40.0,0,0,0,5,L,0,5,21,-,11.5,0,-,5,0,4,1,2,0,LAL @ SAS,Travis Knight,5,LAL,0
04/19/2000,-7,0.0,0,0,0,2,W,0,2,8,-,8.4,0,-,1,0,0,0,0,0,SAS vs. LAL,Felton Spencer,2,SAS,2
04/19/2000,7,56.3,0,3,4,3,L,3,4,32,50.0,39.4,0,-,16,8,22,4,9,0,LAL @ SAS,Shaquille O'Neal,7,LAL,2
04/19/2000,6,44.4,0,0,1,2,L,4,4,24,50.0,30.6,2,-,9,2,9,4,4,0,LAL @ SAS,A.C. Green,8,LAL,0
04/19/2000,16,62.5,2,1,0,1,W,0,4,28,0.0,29.8,0,50.0,8,2,11,10,5,1,SAS vs. LAL,Antonio Daniels,4,SAS,0
04/19/2000,0,25.0,2,1,0,1,L,3,7,31,-,25.5,0,0.0,8,0,4,7,2,0,LAL @ SAS,Brian Shaw,10,LAL,0
04/19/2000,8,71.4,2,0,0,3,W,1,3,25,-,16.8,0,100,7,0,12,0,5,2,SAS vs. LAL,Sean Elliott,4,SAS,0
04/19/2000,-4,33.3,2,2,2,2,L,2,1,26,100,19.6,1,0.0,15,2,12,2,5,0,LAL @ SAS,Rick Fox,3,LAL,0
04/19/2000,-13,37.5,0,3,1,1,W,1,2,27,100,12.1,0,-,8,1,7,3,3,0,SAS vs. LAL,Avery Johnson,3,SAS,0
04/19/2000,5,-,0,1,0,0,L,1,3,9,-,3.8,0,-,0,0,0,0,0,0,LAL @ SAS,Ron Harper,4,LAL,0
04/19/2000,19,36.4,5,2,4,0,W,0,2,31,80.0,28.4,2,20.0,11,5,13,6,4,1,SAS vs. LAL,Terry Porter,2,SAS,0
04/19/2000,4,54.5,5,2,0,0,L,0,4,22,0.0,20.3,0,20.0,11,1,13,3,6,1,LAL @ SAS,Glen Rice,4,LAL,0
04/19/2000,-4,43.8,0,0,3,2,W,2,5,27,75.0,32.9,2,-,16,4,17,1,7,0,SAS vs. LAL,David Robinson,7,SAS,0
04/19/2000,24,27.3,0,2,3,6,W,1,7,31,42.9,21.1,0,-,11,7,9,1,3,0,SAS vs. LAL,Samaki Walker,8,SAS,1
04/19/2000,-6,50.0,2,0,2,0,W,0,1,11,100,6.2,0,50.0,2,2,5,0,1,1,SAS vs. LAL,Jaren Jackson,1,SAS,0
04/19/2000,-5,50.0,0,1,2,4,W,4,5,32,66.7,28.3,0,-,12,3,14,1,6,0,SAS vs. LAL,Malik Rose,9,SAS,1
04/19/2000,-9,42.9,5,1,3,5,L,6,1,43,75.0,34.9,1,40.0,21,4,23,1,9,2,LAL @ SAS,Kobe Bryant,7,LAL,0
04/19/2000,-9,37.5,1,1,0,3,W,2,0,16,-,10.4,1,0.0,8,0,6,0,3,0,VAN @ HOU,Felipe Lopez,2,VAN,0
04/19/2000,-2,85.7,0,1,0,5,L,0,3,36,-,26.6,0,-,7,0,12,0,6,0,HOU vs. VAN,Kelvin Cato,3,HOU,4
04/19/2000,-1,41.2,2,4,2,2,W,0,4,38,100,34.8,2,0.0,17,2,16,8,7,0,VAN @ HOU,Mike Bibby,4,VAN,0
04/19/2000,14,54.5,0,1,6,1,W,2,7,40,100,33.8,0,-,11,6,18,2,6,0,VAN @ HOU,Othella Harrington,9,VAN,1
04/19/2000,-2,71.4,2,0,0,0,L,0,1,12,-,18.2,2,50.0,7,0,11,0,5,1,HOU vs. VAN,Matt Bullard,1,HOU,0
04/19/2000,5,50.0,5,1,0,3,L,0,2,30,-,12.9,0,40.0,8,0,10,1,4,2,HOU vs. VAN,Shandon Anderson,2,HOU,0
04/19/2000,4,71.4,1,1,7,3,W,3,8,37,87.5,35.2,0,0.0,7,8,17,4,5,0,VAN @ HOU,Shareef Abdur-Rahim,11,VAN,0
04/19/2000,6,57.1,0,0,3,3,W,0,3,30,75.0,23.6,2,-,7,4,11,0,4,0,VAN @ HOU,Bryant Reeves,3,VAN,1
04/19/2000,0,100,0,0,0,0,W,2,3,9,-,11.5,0,-,2,0,4,1,2,0,VAN @ HOU,Cherokee Parks,5,VAN,0
04/19/2000,5,16.7,0,1,0,0,W,3,0,10,-,9.1,1,-,6,0,2,1,1,0,VAN @ HOU,Milt Palacio,3,VAN,0
04/19/2000,-1,50.0,1,4,8,2,W,0,2,42,88.9,30.4,2,0.0,12,9,20,2,6,0,VAN @ HOU,Michael Dickerson,2,VAN,1
04/19/2000,7,50.0,1,2,2,1,L,0,2,15,100,21.4,1,0.0,4,2,6,6,2,0,HOU vs. VAN,Moochie Norris,2,HOU,1
04/19/2000,-7,33.3,0,0,0,0,L,1,0,6,0.0,7.7,0,-,3,1,2,1,1,0,HOU vs. VAN,Charles Barkley,1,HOU,1
04/19/2000,-15,0.0,0,2,4,5,L,9,1,34,100,26.0,2,-,1,4,4,4,0,0,CHI @ DET,Michael Ruffin,10,CHI,0
04/19/2000,11,0.0,0,1,4,1,W,0,1,18,66.7,11.7,2,-,2,6,4,1,0,0,DET vs. CHI,Jermaine Jackson,1,DET,0
04/19/2000,20,62.5,6,0,0,0,W,0,1,22,-,24.2,2,66.7,8,0,14,0,5,4,DET vs. CHI,Jud Buechler,1,DET,1
04/19/2000,-19,40.0,7,6,3,5,L,0,3,40,100,18.1,1,28.6,10,3,13,3,4,2,CHI @ DET,Corey Benjamin,3,CHI,0
04/19/2000,-11,33.3,6,2,0,0,L,2,1,28,0.0,14.1,0,33.3,9,1,8,3,3,2,CHI @ DET,Matt Maloney,3,CHI,0
04/19/2000,-15,25.0,0,3,2,5,L,0,1,20,100,10.2,1,-,8,2,6,2,2,0,CHI @ DET,Chris Anstey,1,CHI,0
04/19/2000,-12,44.4,5,1,2,2,L,0,2,18,66.7,18.4,0,20.0,9,3,11,4,4,1,CHI @ DET,Chris Carr,2,CHI,0
04/19/2000,5,50.0,1,0,0,4,W,1,1,12,-,8.9,0,100,4,0,5,1,2,1,DET vs. CHI,Terry Mills,2,DET,0
04/19/2000,0,20.0,2,2,3,2,L,2,6,34,75.0,23.6,2,0.0,10,4,7,2,2,0,GSW vs. PHX,Tony Farmer,8,GSW,0
04/19/2000,-7,57.1,0,4,1,2,L,5,3,38,50.0,26.6,0,-,7,2,9,0,4,0,GSW vs. PHX,Adonal Foyle,8,GSW,4
04/19/2000,6,60.0,1,4,3,1,W,0,2,15,75.0,8.4,0,100,5,4,10,0,3,1,PHX @ GSW,Toby Bailey,2,PHX,0
04/19/2000,-4,40.0,0,4,2,5,L,2,6,19,50.0,19.1,1,-,5,4,6,1,2,0,TOR @ ORL,Aleksandar Radojevic,8,TOR,1
04/19/2000,3,100,1,4,0,1,L,0,3,20,-,24.1,2,100,5,0,11,5,5,1,TOR @ ORL,Doug Christie,3,TOR,0
04/19/2000,-8,25.0,0,1,3,2,W,2,3,17,75.0,10.0,0,-,4,4,5,0,1,0,ORL vs. TOR,Corey Maggette,5,ORL,0
04/19/2000,0,60.0,0,1,2,2,L,2,6,21,100,31.6,1,-,10,2,14,4,6,0,TOR @ ORL,Antonio Davis,8,TOR,0
04/19/2000,-2,50.0,0,1,0,4,W,2,5,23,-,15.4,0,-,8,0,8,0,4,0,ORL vs. TOR,Michael Doleac,7,ORL,0
04/19/2000,-9,18.8,4,2,3,3,L,0,4,32,75.0,22.3,2,0.0,16,4,9,3,3,0,TOR @ ORL,Alvin Williams,4,TOR,0
04/19/2000,4,37.5,1,2,2,1,W,1,1,19,100,15.9,0,0.0,8,2,8,5,3,0,UTA vs. SAC,Jacque Vaughn,2,UTA,0
04/19/2000,11,80.0,0,0,0,4,W,0,0,21,-,33.5,3,-,5,0,8,9,4,0,UTA vs. SAC,John Stockton,0,UTA,1
04/19/2000,-3,16.7,4,2,0,2,L,0,0,12,-,0.0,0,0.0,6,0,2,0,1,0,SAC @ UTA,Jason Williams,0,SAC,0
04/19/2000,0,40.0,0,4,0,2,L,0,4,21,-,9.3,1,-,5,0,4,1,2,0,SAC @ UTA,Tyrone Corbin,4,SAC,0
04/19/2000,3,54.5,5,4,3,2,W,2,5,24,100,32.9,2,60.0,11,3,18,3,6,3,UTA vs. SAC,Jeff Hornacek,7,UTA,0
04/19/2000,5,45.5,0,2,8,2,W,4,4,23,88.9,28.6,0,-,11,9,18,2,5,0,UTA vs. SAC,Karl Malone,8,UTA,0
04/19/2000,-15,16.7,0,5,3,4,L,3,1,20,75.0,9.3,0,-,6,4,5,3,1,0,SAC @ UTA,Corliss Williamson,4,SAC,0
04/19/2000,-13,50.0,0,1,0,4,L,1,1,18,-,9.4,0,-,8,0,8,0,4,0,SAC @ UTA,Scot Pollard,2,SAC,0
04/19/2000,9,33.3,1,0,0,0,W,2,1,18,-,13.6,2,0.0,6,0,4,0,2,0,UTA vs. SAC,Scott Padgett,3,UTA,0
04/19/2000,-8,42.9,1,2,1,1,L,1,9,19,50.0,30.5,2,0.0,7,2,7,3,3,0,SAC @ UTA,Vlade Divac,10,SAC,1
04/19/2000,-15,33.3,2,0,1,0,L,0,0,25,100,5.0,0,0.0,6,1,5,0,2,0,SAC @ UTA,Ryan Robertson,0,SAC,0
04/19/2000,8,33.3,0,1,0,5,W,0,1,19,0.0,14.2,1,-,3,2,2,0,1,0,UTA vs. SAC,Olden Polynice,1,UTA,3
04/19/2000,3,50.0,0,2,0,2,W,3,5,14,-,14.1,1,-,2,0,2,1,1,0,UTA vs. SAC,Adam Keefe,8,UTA,0
04/19/2000,4,36.4,0,1,1,2,W,1,7,25,50.0,23.6,0,-,11,2,9,0,4,0,UTA vs. SAC,Armen Gilliam,8,UTA,2
04/19/2000,6,33.3,1,2,0,4,W,0,0,12,-,4.5,0,0.0,3,0,2,3,1,0,UTA vs. SAC,Quincy Lewis,0,UTA,0
04/19/2000,4,41.7,0,2,1,4,L,5,6,30,33.3,26.7,0,-,12,3,11,1,5,0,TOR @ ORL,Michael Stewart,11,TOR,1
04/19/2000,-5,42.9,4,0,0,2,L,0,4,25,-,21.8,0,50.0,14,0,14,2,6,2,TOR @ ORL,Tracy McGrady,4,TOR,0
04/19/2000,12,85.7,0,3,0,2,W,2,3,26,-,33.0,2,-,7,0,12,6,6,0,ORL vs. TOR,Bo Outlaw,5,ORL,1
04/19/2000,-16,30.0,0,0,1,3,L,6,2,26,50.0,31.6,2,-,10,2,7,0,3,0,TOR @ ORL,John Thomas,8,TOR,3
04/19/2000,10,64.3,0,5,9,3,W,1,2,33,90.0,33.1,1,-,14,10,27,3,9,0,ORL vs. TOR,Ron Mercer,3,ORL,0
04/19/2000,-8,50.0,4,1,0,6,L,0,3,24,-,21.6,1,50.0,8,0,10,4,4,2,TOR @ ORL,Haywoode Workman,3,TOR,0
04/19/2000,8,40.0,0,2,4,1,W,0,4,25,100,23.8,0,-,10,4,12,2,4,0,ORL vs. TOR,John Amaechi,4,ORL,2
04/19/2000,7,25.0,5,2,0,1,L,0,0,20,-,12.0,1,20.0,8,0,5,4,2,1,TOR @ ORL,Dee Brown,0,TOR,0
04/19/2000,-2,45.5,2,1,2,1,L,2,0,21,100,23.4,1,50.0,11,2,13,2,5,1,TOR @ ORL,Vince Carter,2,TOR,1
04/19/2000,2,50.0,0,1,0,2,W,0,0,5,-,1.0,0,-,2,0,2,0,1,0,ORL vs. TOR,Johnny Taylor,0,ORL,0
04/19/2000,-9,0.0,0,4,0,2,W,0,6,23,0.0,13.7,0,-,4,2,0,7,0,0,ORL vs. TOR,Chucky Atkins,6,ORL,0
04/19/2000,10,11.1,4,0,0,2,W,1,3,26,-,9.8,0,0.0,9,0,2,2,1,0,ORL vs. TOR,Pat Garrity,4,ORL,0
04/19/2000,-4,50.0,0,1,3,0,W,1,7,22,100,24.6,1,-,10,3,13,0,5,0,ORL vs. TOR,Derek Strong,8,ORL,0
04/19/2000,-4,25.0,2,0,0,1,W,0,1,15,0.0,7.2,1,50.0,4,2,3,0,1,1,ORL vs. TOR,Anthony Johnson,1,ORL,0
04/19/2000,15,63.6,4,1,6,1,W,0,3,25,100,45.6,4,50.0,11,6,22,6,7,2,ORL vs. TOR,Darrell Armstrong,3,ORL,0
04/19/2000,-1,11.1,0,0,0,4,L,2,8,29,-,20.0,1,-,9,0,2,0,1,0,SAC @ UTA,Bill Wennington,10,SAC,1
04/19/2000,0,50.0,3,2,9,2,L,0,1,32,81.8,24.2,1,33.3,6,11,16,4,3,1,SAC @ UTA,Darrick Martin,1,SAC,0
04/19/2000,-12,71.4,2,1,0,2,L,0,3,21,-,20.6,1,100,7,0,12,2,5,2,SAC @ UTA,Jon Barry,3,SAC,0
04/19/2000,-6,25.0,0,3,0,1,W,1,2,20,-,7.6,0,-,8,0,4,2,2,0,UTA vs. SAC,Howard Eisley,3,UTA,0
04/19/2000,-7,60.0,1,0,4,0,W,2,5,20,100,21.4,0,0.0,5,4,10,0,3,0,UTA vs. SAC,Greg Ostertag,7,UTA,1
04/19/2000,4,54.5,0,2,2,1,L,4,0,30,50.0,25.8,1,-,11,4,14,0,6,0,SAC @ UTA,Lawrence Funderburke,4,SAC,2
04/19/2000,18,50.0,4,3,0,0,L,0,0,13,-,14.0,1,75.0,8,0,11,2,4,3,SAC @ UTA,Peja Stojakovic,0,SAC,0
04/19/2000,5,36.4,1,2,2,4,W,0,3,25,100,14.6,1,0.0,11,2,10,0,4,0,UTA vs. SAC,Bryon Russell,3,UTA,0
04/19/2000,20,53.3,3,2,5,3,W,1,6,40,83.3,47.4,3,66.7,15,6,23,4,8,2,PHX @ GSW,Clifford Robinson,7,PHX,1
04/19/2000,8,60.0,0,3,0,2,W,1,7,27,-,20.1,2,-,5,0,6,1,3,0,PHX @ GSW,Shawn Marion,8,PHX,0
04/19/2000,-10,31.8,4,2,5,5,L,2,5,43,62.5,41.4,2,25.0,22,8,20,4,7,1,GSW vs. PHX,Larry Hughes,7,GSW,1
04/19/2000,-7,50.0,0,1,0,3,W,1,2,6,-,7.6,0,-,2,0,2,2,1,0,PHX @ GSW,Don MacLean,3,PHX,0
04/19/2000,0,50.0,0,5,5,0,L,1,5,36,50.0,29.7,2,-,6,10,11,7,3,0,GSW vs. PHX,Mark Davis,6,GSW,0
04/19/2000,4,37.5,3,2,2,5,W,0,5,29,100,22.0,1,33.3,8,2,9,2,3,1,PHX @ GSW,Rodney Rogers,5,PHX,1
04/19/2000,-9,40.0,0,0,0,4,L,1,1,12,-,7.9,0,-,5,0,4,1,2,0,GSW vs. PHX,Bill Curley,2,GSW,0
04/19/2000,-14,50.0,1,3,3,2,L,0,2,25,100,17.9,0,0.0,8,3,11,5,4,0,GSW vs. PHX,Vonteego Cummings,2,GSW,0
04/19/2000,6,36.8,2,4,2,2,W,1,2,33,66.7,24.1,0,50.0,19,3,17,5,7,1,PHX @ GSW,Anfernee Hardaway,3,PHX,0
04/19/2000,15,57.1,2,3,1,4,W,1,6,23,50.0,28.4,1,100,7,2,11,4,4,2,PHX @ GSW,Todd Day,7,PHX,1
04/19/2000,2,0.0,0,0,2,2,L,0,2,5,100,4.4,0,-,3,2,2,0,0,0,GSW vs. PHX,Tim Young,2,GSW,0
04/19/2000,-14,37.5,3,0,3,0,L,0,0,16,75.0,25.0,4,33.3,8,4,10,2,3,1,GSW vs. PHX,Sam Jacobson,0,GSW,0
04/19/2000,0,66.7,0,1,0,2,W,3,4,21,-,15.4,0,-,6,0,8,0,4,0,PHX @ GSW,Corie Blount,7,PHX,0
04/19/2000,-3,46.7,0,0,0,1,L,0,3,30,-,32.6,3,-,15,0,14,4,7,0,GSW vs. PHX,Mookie Blaylock,3,GSW,0
04/19/2000,8,50.0,0,4,1,3,W,2,6,29,100,32.1,2,-,6,1,7,5,3,0,PHX @ GSW,Luc Longley,8,PHX,2
04/19/2000,-5,100,0,3,0,1,W,0,1,18,-,8.7,0,-,3,0,6,3,3,0,PHX @ GSW,Randy Livingston,1,PHX,0
04/19/2000,19,100,0,2,0,3,W,3,3,27,-,18.2,1,-,2,0,4,2,2,0,BOS vs. NYK,Eric Williams,6,BOS,1
04/19/2000,-7,0.0,1,1,0,1,W,0,1,13,-,0.2,0,0.0,2,0,0,0,0,0,BOS vs. NYK,Calbert Cheaney,1,BOS,0
04/19/2000,-9,0.0,0,2,0,1,L,0,1,10,-,3.7,1,-,1,0,0,1,0,0,NYK @ BOS,Charlie Ward,1,NYK,0
04/19/2000,-19,55.6,0,3,5,2,L,1,3,23,83.3,21.3,1,-,9,6,15,1,5,0,NYK @ BOS,Patrick Ewing,4,NYK,0
04/19/2000,2,100,0,0,0,0,W,0,0,2,-,2.0,0,-,1,0,2,0,1,0,BOS vs. NYK,Walter McCarty,0,BOS,0
04/19/2000,-12,0.0,0,1,0,1,L,0,0,10,-,3.5,1,-,1,0,0,1,0,0,NYK @ BOS,David Wingate,0,NYK,0
04/19/2000,-10,33.3,0,0,2,2,L,0,3,12,50.0,16.6,3,-,3,4,4,0,1,0,NYK @ BOS,Andrew Lang,3,NYK,0
04/19/2000,14,62.5,0,1,3,6,W,2,11,25,60.0,32.1,1,-,8,5,13,1,5,0,BOS vs. NYK,Danny Fortson,13,BOS,0
04/19/2000,-16,41.7,2,2,0,0,L,0,3,29,-,15.6,0,50.0,12,0,11,2,5,1,NYK @ BOS,Allan Houston,3,NYK,0
04/19/2000,19,55.6,1,4,4,3,W,0,6,29,80.0,27.7,2,0.0,9,5,14,3,5,0,BOS vs. NYK,Antoine Walker,6,BOS,0
04/19/2000,-8,50.0,0,0,2,6,L,4,1,25,25.0,15.0,0,-,4,8,6,0,2,0,NYK @ BOS,Chris Dudley,5,NYK,1
04/19/2000,-1,33.3,0,0,0,2,L,0,4,12,-,6.8,0,-,3,0,2,0,1,0,MIN vs. DAL,Tom Hammonds,4,MIN,0
04/19/2000,6,80.0,4,2,4,2,W,4,4,48,100,50.6,2,50.0,10,4,22,10,8,2,DAL @ MIN,Steve Nash,8,DAL,0
04/19/2000,-4,38.5,6,3,4,0,W,0,1,23,100,28.7,4,50.0,13,4,17,1,5,3,DAL @ MIN,Cedric Ceballos,1,DAL,0
04/19/2000,1,37.5,0,0,0,3,L,1,5,23,-,22.2,1,-,8,0,6,4,3,0,MIN vs. DAL,Rasho Nesterovic,6,MIN,0
04/19/2000,-12,27.3,1,1,1,4,L,2,0,30,100,20.4,2,0.0,11,1,7,4,3,0,MIN vs. DAL,Sam Mitchell,2,MIN,0
04/19/2000,10,50.0,0,2,3,2,W,1,5,26,75.0,21.7,0,-,6,4,9,1,3,0,DAL @ MIN,Shawn Bradley,6,DAL,2
04/19/2000,10,44.4,5,4,4,1,L,5,3,33,100,52.1,4,20.0,18,4,21,9,8,1,MIN vs. DAL,Bobby Jackson,8,MIN,0
04/19/2000,-19,40.0,1,1,0,0,L,0,0,15,-,8.5,1,100,5,0,5,1,2,1,MIN vs. DAL,William Avery,0,MIN,0
04/19/2000,-3,69.2,6,2,1,0,L,1,2,33,50.0,26.6,1,50.0,13,2,22,0,9,3,MIN vs. DAL,Anthony Peeler,3,MIN,0
